Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,Strain,tissue_preparation,TISSUE,AssemblyName,intentional_duplicate (run)
SRR11773281,6-8 weeks,RNA-Seq,100,5336969000,PRJNA631784,SAMN14891872,2478301813,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326334,GSM4547101,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:41:00Z,1,GSM4547101,male,PTS3,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773282,6-8 weeks,RNA-Seq,100,5560213500,PRJNA631784,SAMN14891871,2603444069,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326335,GSM4547102,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:52:00Z,1,GSM4547102,male,PTS3,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773283,6-8 weeks,RNA-Seq,100,4900322300,PRJNA631784,SAMN14891870,2322386984,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326336,GSM4547103,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:35:00Z,1,GSM4547103,male,PTS3,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773284,6-8 weeks,RNA-Seq,100,5676258500,PRJNA631784,SAMN14891869,2671285973,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326337,GSM4547104,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:45:00Z,1,GSM4547104,male,PTS3,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773285,6-8 weeks,RNA-Seq,100,5286295600,PRJNA631784,SAMN14891868,2465550917,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326338,GSM4547105,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:35:00Z,1,GSM4547105,male,PTS3,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773286,6-8 weeks,RNA-Seq,100,5981304400,PRJNA631784,SAMN14891815,2794855000,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326339,GSM4547106,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:41:00Z,1,GSM4547106,male,PTS3,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773287,6-8 weeks,RNA-Seq,100,3790884500,PRJNA631784,SAMN14891814,1845721121,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326340,GSM4547107,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:36:00Z,1,GSM4547107,male,DTL3,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773288,6-8 weeks,RNA-Seq,100,3713812100,PRJNA631784,SAMN14891813,1855669187,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326341,GSM4547108,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T19:07:00Z,1,GSM4547108,male,Glomerulus,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773289,6-8 weeks,RNA-Seq,100,3420598500,PRJNA631784,SAMN14891812,1690764401,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326342,GSM4547109,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:28:00Z,1,GSM4547109,male,Glomerulus,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773290,6-8 weeks,RNA-Seq,100,3163238800,PRJNA631784,SAMN14891811,1548821274,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326343,GSM4547110,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:26:00Z,1,GSM4547110,male,Glomerulus,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773291,6-8 weeks,RNA-Seq,100,4246673800,PRJNA631784,SAMN14891810,2074551231,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326344,GSM4547111,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T19:23:00Z,1,GSM4547111,male,Glomerulus,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773292,6-8 weeks,RNA-Seq,100,3649259100,PRJNA631784,SAMN14891809,1802942358,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326345,GSM4547112,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:28:00Z,1,GSM4547112,male,PTS1,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773293,6-8 weeks,RNA-Seq,100,3736662700,PRJNA631784,SAMN14891808,1845005774,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326346,GSM4547113,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:24:00Z,1,GSM4547113,male,PTS1,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773294,6-8 weeks,RNA-Seq,100,3882316800,PRJNA631784,SAMN14891807,1920377925,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326347,GSM4547114,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:26:00Z,1,GSM4547114,male,PTS1,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773295,6-8 weeks,RNA-Seq,100,4287488700,PRJNA631784,SAMN14891847,2113072398,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326348,GSM4547115,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:37:00Z,1,GSM4547115,male,PTS1,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773296,6-8 weeks,RNA-Seq,100,5280359200,PRJNA631784,SAMN14891846,2202782751,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326349,GSM4547116,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:34:00Z,1,GSM4547116,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773297,6-8 weeks,RNA-Seq,100,6309657700,PRJNA631784,SAMN14891845,2587657200,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326350,GSM4547117,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:56:00Z,1,GSM4547117,male,CCD,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773298,6-8 weeks,RNA-Seq,100,6693305600,PRJNA631784,SAMN14891844,2718147697,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326351,GSM4547118,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:39:00Z,1,GSM4547118,male,CCD,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773299,6-8 weeks,RNA-Seq,100,4778636800,PRJNA631784,SAMN14891843,1993638329,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326352,GSM4547119,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:20:00Z,1,GSM4547119,male,CCD,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773300,6-8 weeks,RNA-Seq,100,6692532400,PRJNA631784,SAMN14891842,2705880506,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326353,GSM4547120,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T19:21:00Z,1,GSM4547120,male,CCD,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773301,6-8 weeks,RNA-Seq,100,6195355200,PRJNA631784,SAMN14891841,2559737371,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326354,GSM4547121,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:30:00Z,1,GSM4547121,male,CCD,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773302,6-8 weeks,RNA-Seq,100,6144514800,PRJNA631784,SAMN14891840,2503072988,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326355,GSM4547122,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:39:00Z,1,GSM4547122,male,CCD,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773303,6-8 weeks,RNA-Seq,100,5729836900,PRJNA631784,SAMN14891839,2358714889,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326356,GSM4547123,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:36:00Z,1,GSM4547123,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773304,6-8 weeks,RNA-Seq,100,5228517500,PRJNA631784,SAMN14891838,2170077604,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326357,GSM4547124,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:28:00Z,1,GSM4547124,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773305,6-8 weeks,RNA-Seq,100,4416142900,PRJNA631784,SAMN14891837,1858458851,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326358,GSM4547125,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:29:00Z,1,GSM4547125,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773306,6-8 weeks,RNA-Seq,100,4504045800,PRJNA631784,SAMN14891836,1981359846,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326359,GSM4547126,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:28:00Z,1,GSM4547126,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773307,6-8 weeks,RNA-Seq,100,4926436700,PRJNA631784,SAMN14891835,2045148548,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326360,GSM4547127,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:36:00Z,1,GSM4547127,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773308,6-8 weeks,RNA-Seq,100,7257299100,PRJNA631784,SAMN14891834,2949980676,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326361,GSM4547128,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:42:00Z,1,GSM4547128,male,CCD,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773309,6-8 weeks,RNA-Seq,100,5723450100,PRJNA631784,SAMN14891833,2356682426,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326362,GSM4547129,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:35:00Z,1,GSM4547129,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773310,6-8 weeks,RNA-Seq,100,5963337900,PRJNA631784,SAMN14891832,2447802677,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326363,GSM4547130,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:52:00Z,1,GSM4547130,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773311,6-8 weeks,RNA-Seq,100,5132915700,PRJNA631784,SAMN14891831,2143796015,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326364,GSM4547131,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:44:00Z,1,GSM4547131,male,PTS2,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773312,6-8 weeks,RNA-Seq,100,6515832100,PRJNA631784,SAMN14891830,2667023628,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326365,GSM4547132,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:31:00Z,1,GSM4547132,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773313,6-8 weeks,RNA-Seq,100,5726364800,PRJNA631784,SAMN14891829,2357362794,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326366,GSM4547133,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:38:00Z,1,GSM4547133,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773314,6-8 weeks,RNA-Seq,100,5360556900,PRJNA631784,SAMN14891828,2188204812,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326367,GSM4547134,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:48:00Z,1,GSM4547134,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773315,6-8 weeks,RNA-Seq,100,6005765100,PRJNA631784,SAMN14891867,2458888427,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326368,GSM4547135,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T19:13:00Z,1,GSM4547135,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773316,6-8 weeks,RNA-Seq,100,6197639700,PRJNA631784,SAMN14891821,2536794939,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326369,GSM4547136,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:33:00Z,1,GSM4547136,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773317,6-8 weeks,RNA-Seq,100,5896186400,PRJNA631784,SAMN14891820,2412685415,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326370,GSM4547137,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T19:14:00Z,1,GSM4547137,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773318,6-8 weeks,RNA-Seq,100,7418718500,PRJNA631784,SAMN14891819,2993725584,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326371,GSM4547138,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T18:42:00Z,1,GSM4547138,male,CTAL,SRP261167,C57BL/6,Microdissected renal tubule,Kidney,,
SRR11773319,6-8 weeks,RNA-Seq,91,48557005315,PRJNA631784,SAMN14891818,23345271294,GEO,public,"TenX,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326372,GSM4547139,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-12T00:10:00Z,1,GSM4547139,male,10X,SRP261167,C57BL/6,single-cell RNA-seq,Kidney,GCA_000001635.4,
SRR11773320,6-8 weeks,RNA-Seq,91,48584060252,PRJNA631784,SAMN14891817,22745542678,GEO,public,"TenX,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326373,GSM4547140,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T22:17:00Z,1,GSM4547140,male,10X,SRP261167,C57BL/6,single-cell RNA-seq,Kidney,GCA_000001635.4,
SRR11773321,6-8 weeks,RNA-Seq,91,63104234739,PRJNA631784,SAMN14891816,24393823508,GEO,public,"TenX,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8326374,GSM4547141,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-18T00:00:00Z,2020-05-11T23:06:00Z,1,GSM4547141,male,10X,SRP261167,C57BL/6,single-cell RNA-seq,Kidney,GCA_000001635.4,
