Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,celltype_identifier,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study
SRR3200903,p33,RNA-Seq,51,50012181,PRJNA314132,SAMN04529357,51947431,sympathetic neuronal cells,Noradrenergic5,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610722,GSM2079265,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079265,female,thoracic ganglion,SRP071085
SRR3200904,p33,RNA-Seq,51,48595248,PRJNA314132,SAMN04529358,51019365,sympathetic neuronal cells,Glutamatergic,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610723,GSM2079266,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079266,female,thoracic ganglion,SRP071085
SRR3200908,p33,RNA-Seq,51,30975156,PRJNA314132,SAMN04529273,32438529,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610727,GSM2079270,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079270,female,thoracic ganglion,SRP071085
SRR3200909,p33,RNA-Seq,51,53943312,PRJNA314132,SAMN04529274,56470543,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610728,GSM2079271,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079271,female,thoracic ganglion,SRP071085
SRR3200913,p33,RNA-Seq,51,39758376,PRJNA314132,SAMN04529359,41682994,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610732,GSM2079275,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079275,female,thoracic ganglion,SRP071085
SRR3200914,p33,RNA-Seq,51,26408667,PRJNA314132,SAMN04529278,27684003,sympathetic neuronal cells,Noradrenergic5,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1610733,GSM2079276,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079276,female,thoracic ganglion,SRP071085
SRR3200916,p33,RNA-Seq,51,35045517,PRJNA314132,SAMN04529280,36818519,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610735,GSM2079278,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079278,female,thoracic ganglion,SRP071085
SRR3200917,p33,RNA-Seq,51,37868622,PRJNA314132,SAMN04529281,39837285,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610736,GSM2079279,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079279,female,thoracic ganglion,SRP071085
SRR3200918,p33,RNA-Seq,51,43525032,PRJNA314132,SAMN04529282,45805289,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610737,GSM2079280,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079280,female,thoracic ganglion,SRP071085
SRR3200919,p33,RNA-Seq,51,66238341,PRJNA314132,SAMN04529283,68953979,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610738,GSM2079281,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:51:00Z,1,GSM2079281,female,thoracic ganglion,SRP071085
SRR3200926,p16,RNA-Seq,51,30194754,PRJNA314132,SAMN04529290,31875030,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610745,GSM2079288,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:46:00Z,1,GSM2079288,female,thoracic ganglion,SRP071085
SRR3200931,p29,RNA-Seq,51,77215938,PRJNA314132,SAMN04529295,80754034,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610750,GSM2079293,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:46:00Z,1,GSM2079293,male,thoracic ganglion,SRP071085
SRR3200932,p29,RNA-Seq,51,81311595,PRJNA314132,SAMN04529296,85154658,sympathetic neuronal cells,Glutamatergic,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1610751,GSM2079294,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:46:00Z,1,GSM2079294,male,thoracic ganglion,SRP071085
SRR3200933,p29,RNA-Seq,51,80895537,PRJNA314132,SAMN04529297,85288317,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610752,GSM2079295,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:46:00Z,1,GSM2079295,male,thoracic ganglion,SRP071085
SRR3200934,p29,RNA-Seq,51,79745181,PRJNA314132,SAMN04529298,83653685,sympathetic neuronal cells,Noradrenergic2,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610753,GSM2079296,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:46:00Z,1,GSM2079296,male,thoracic ganglion,SRP071085
SRR3200935,p29,RNA-Seq,51,88602198,PRJNA314132,SAMN04529299,92812970,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1610754,GSM2079297,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:46:00Z,1,GSM2079297,male,thoracic ganglion,SRP071085
SRR3200936,p29,RNA-Seq,51,81532629,PRJNA314132,SAMN04529300,85149196,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610755,GSM2079298,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:45:00Z,1,GSM2079298,male,thoracic ganglion,SRP071085
SRR3200937,p29,RNA-Seq,51,96608790,PRJNA314132,SAMN04529301,99847701,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1610756,GSM2079299,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:45:00Z,1,GSM2079299,male,thoracic ganglion,SRP071085
SRR3200939,p29,RNA-Seq,51,78754557,PRJNA314132,SAMN04529157,82317466,sympathetic neuronal cells,Ach2,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1610758,GSM2079301,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079301,male,thoracic ganglion,SRP071085
SRR3200940,p29,RNA-Seq,51,74386866,PRJNA314132,SAMN04529158,77325681,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610759,GSM2079302,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079302,male,thoracic ganglion,SRP071085
SRR3200941,p29,RNA-Seq,51,83183448,PRJNA314132,SAMN04529159,86613011,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610760,GSM2079303,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079303,male,thoracic ganglion,SRP071085
SRR3200942,p29,RNA-Seq,51,98371197,PRJNA314132,SAMN04529160,102279327,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610761,GSM2079304,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079304,male,thoracic ganglion,SRP071085
SRR3200943,p29,RNA-Seq,51,74318934,PRJNA314132,SAMN04529153,77441314,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610762,GSM2079305,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079305,male,thoracic ganglion,SRP071085
SRR3200944,p29,RNA-Seq,51,94066950,PRJNA314132,SAMN04529154,97876868,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610763,GSM2079306,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079306,male,thoracic ganglion,SRP071085
SRR3200946,p29,RNA-Seq,51,64379493,PRJNA314132,SAMN04529156,67012760,sympathetic neuronal cells,Ach2,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610765,GSM2079308,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079308,male,thoracic ganglion,SRP071085
SRR3200948,p29,RNA-Seq,51,38658,PRJNA314132,SAMN04529162,62116,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1610767,GSM2079310,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:42:00Z,1,GSM2079310,male,thoracic ganglion,SRP071085
SRR3200953,p29,RNA-Seq,51,58784283,PRJNA314132,SAMN04529164,61257163,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610769,GSM2079312,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:43:00Z,1,GSM2079312,male,thoracic ganglion,SRP071085
SRR3200958,p29,RNA-Seq,51,3519,PRJNA314132,SAMN04529167,31809,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610772,GSM2079315,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:42:00Z,1,GSM2079315,male,thoracic ganglion,SRP071085
SRR3200959,p29,RNA-Seq,51,70735113,PRJNA314132,SAMN04529167,73376389,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1610772,GSM2079315,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:41:00Z,1,GSM2079315,male,thoracic ganglion,SRP071085
SRR3200960,p29,RNA-Seq,51,67575,PRJNA314132,SAMN04529168,87067,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1610773,GSM2079316,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:40:00Z,1,GSM2079316,male,thoracic ganglion,SRP071085
SRR3200961,p29,RNA-Seq,51,72695043,PRJNA314132,SAMN04529168,75129659,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610773,GSM2079316,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:40:00Z,1,GSM2079316,male,thoracic ganglion,SRP071085
SRR3200962,p29,RNA-Seq,51,5610,PRJNA314132,SAMN04529169,33575,sympathetic neuronal cells,Noradrenergic5,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1610774,GSM2079317,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:39:00Z,1,GSM2079317,male,thoracic ganglion,SRP071085
SRR3200963,p29,RNA-Seq,51,58087725,PRJNA314132,SAMN04529169,60734439,sympathetic neuronal cells,Noradrenergic5,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1610774,GSM2079317,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:39:00Z,1,GSM2079317,male,thoracic ganglion,SRP071085
SRR3200964,p29,RNA-Seq,51,255,PRJNA314132,SAMN04529170,28996,sympathetic neuronal cells,Noradrenergic2,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610775,GSM2079318,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:39:00Z,1,GSM2079318,male,thoracic ganglion,SRP071085
SRR3200966,p29,RNA-Seq,51,42789,PRJNA314132,SAMN04529171,65671,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1610776,GSM2079319,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:38:00Z,1,GSM2079319,male,thoracic ganglion,SRP071085
SRR3200967,p29,RNA-Seq,51,52690140,PRJNA314132,SAMN04529171,55094769,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1610776,GSM2079319,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:39:00Z,1,GSM2079319,male,thoracic ganglion,SRP071085
SRR3200968,p29,RNA-Seq,51,58497,PRJNA314132,SAMN04529172,79340,sympathetic neuronal cells,Ach2,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1610777,GSM2079320,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:38:00Z,1,GSM2079320,male,thoracic ganglion,SRP071085
SRR3200969,p29,RNA-Seq,51,82030134,PRJNA314132,SAMN04529172,85137237,sympathetic neuronal cells,Ach2,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1610777,GSM2079320,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:39:00Z,1,GSM2079320,male,thoracic ganglion,SRP071085
SRR3200970,p29,RNA-Seq,51,50388,PRJNA314132,SAMN04529173,72257,sympathetic neuronal cells,Unclassified,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1610778,GSM2079321,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:38:00Z,1,GSM2079321,male,thoracic ganglion,SRP071085
SRR3200971,p29,RNA-Seq,51,19321299,PRJNA314132,SAMN04529173,20337343,sympathetic neuronal cells,Unclassified,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1610778,GSM2079321,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:38:00Z,1,GSM2079321,male,thoracic ganglion,SRP071085
SRR3200972,p29,RNA-Seq,51,46377768,PRJNA314132,SAMN04529174,48457903,sympathetic neuronal cells,Unclassified,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610779,GSM2079322,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:38:00Z,1,GSM2079322,male,thoracic ganglion,SRP071085
SRR3200974,p29,RNA-Seq,51,59407299,PRJNA314132,SAMN04529176,62309678,sympathetic neuronal cells,Glutamatergic,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1610781,GSM2079324,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:28:00Z,1,GSM2079324,male,thoracic ganglion,SRP071085
SRR3200975,p29,RNA-Seq,51,76398255,PRJNA314132,SAMN04529177,79963143,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1610782,GSM2079325,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:28:00Z,1,GSM2079325,male,thoracic ganglion,SRP071085
SRR3200977,p38,RNA-Seq,51,70256325,PRJNA314132,SAMN04529179,75176166,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610784,GSM2079327,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:28:00Z,1,GSM2079327,male,thoracic ganglion,SRP071085
SRR3200978,p38,RNA-Seq,51,103877514,PRJNA314132,SAMN04529180,110681201,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1610785,GSM2079328,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079328,male,thoracic ganglion,SRP071085
SRR3200979,p38,RNA-Seq,51,100518297,PRJNA314132,SAMN04529181,107555059,sympathetic neuronal cells,Noradrenergic4,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610786,GSM2079329,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079329,male,thoracic ganglion,SRP071085
SRR3200981,p38,RNA-Seq,51,79650933,PRJNA314132,SAMN04529243,85178812,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1610789,GSM2079331,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079331,male,thoracic ganglion,SRP071085
SRR3200983,p38,RNA-Seq,51,75079344,PRJNA314132,SAMN04529245,80390822,sympathetic neuronal cells,Unclassified,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1610791,GSM2079333,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079333,male,thoracic ganglion,SRP071085
SRR3200984,p38,RNA-Seq,51,93478155,PRJNA314132,SAMN04529246,99351701,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610792,GSM2079334,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079334,male,thoracic ganglion,SRP071085
SRR3200985,p38,RNA-Seq,51,79145625,PRJNA314132,SAMN04529247,84597448,sympathetic neuronal cells,Noradrenergic3,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610793,GSM2079335,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079335,male,thoracic ganglion,SRP071085
SRR3200986,p38,RNA-Seq,51,97285356,PRJNA314132,SAMN04529248,103640853,sympathetic neuronal cells,Ach2,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1610794,GSM2079336,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079336,male,thoracic ganglion,SRP071085
SRR3200987,p38,RNA-Seq,51,45317478,PRJNA314132,SAMN04529249,49012075,sympathetic neuronal cells,Noradrenergic4,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1610795,GSM2079337,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079337,male,thoracic ganglion,SRP071085
SRR3200988,p38,RNA-Seq,51,73456626,PRJNA314132,SAMN04529250,79063680,sympathetic neuronal cells,Noradrenergic3,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1610796,GSM2079338,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079338,male,thoracic ganglion,SRP071085
SRR3200989,p38,RNA-Seq,51,89865009,PRJNA314132,SAMN04529251,96346033,sympathetic neuronal cells,Noradrenergic1,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1610797,GSM2079339,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079339,male,thoracic ganglion,SRP071085
SRR3200990,p38,RNA-Seq,51,79051071,PRJNA314132,SAMN04529252,85123228,sympathetic neuronal cells,Noradrenergic2,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610798,GSM2079340,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079340,male,thoracic ganglion,SRP071085
SRR3200991,p38,RNA-Seq,51,63661260,PRJNA314132,SAMN04529253,68472731,sympathetic neuronal cells,Noradrenergic4,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1610799,GSM2079341,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079341,male,thoracic ganglion,SRP071085
SRR3200993,p38,RNA-Seq,51,70093125,PRJNA314132,SAMN04529255,75317862,sympathetic neuronal cells,Ach1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1610801,GSM2079343,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079343,male,thoracic ganglion,SRP071085
SRR3200994,p38,RNA-Seq,51,82244691,PRJNA314132,SAMN04529256,88273256,sympathetic neuronal cells,Noradrenergic3,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1610802,GSM2079344,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-28T00:00:00Z,2016-03-02T18:25:00Z,1,GSM2079344,male,thoracic ganglion,SRP071085
